1	1	1	1	1	2	4	1746
1	1	1	1	1	3	8	1746
1	1	1	1	1	4	5	1746
1	1	2	1	1	3	4	1746
1	1	2	1	1	4	9	1746
1	1	3	1	1	4	5	1746
1	2	1	1	2	2	0	219
1	2	1	1	2	3	0	219
1	2	1	1	2	4	0	219
1	2	2	1	2	3	0	219
1	2	2	1	2	4	0	219
1	2	3	1	2	4	0	219
1	3	1	1	3	2	0	266
1	3	1	1	3	3	0	266
1	3	1	1	3	4	0	266
1	3	2	1	3	3	0	266
1	3	2	1	3	4	0	266
1	3	3	1	3	4	0	266
2	1	1	2	1	2	0	1714
2	1	1	2	1	3	1	1714
2	1	1	2	1	4	1	1714
2	1	2	2	1	3	1	1714
2	1	2	2	1	4	1	1714
2	1	3	2	1	4	2	1714
2	2	1	2	2	2	3	234
2	2	1	2	2	3	4	234
2	2	1	2	2	4	2	234
2	2	2	2	2	3	3	234
2	2	2	2	2	4	3	234
2	2	3	2	2	4	2	234
3	1	1	3	1	2	0	1824
3	1	1	3	1	3	0	1824
3	1	1	3	1	4	0	1824
3	1	2	3	1	3	0	1824
3	1	2	3	1	4	0	1824
3	1	3	3	1	4	0	1824
3	2	1	3	2	2	4	827
3	2	1	3	2	3	3	827
3	2	1	3	2	4	5	827
3	2	2	3	2	3	3	827
3	2	2	3	2	4	1	827
3	2	3	3	2	4	2	827
3	3	1	3	3	2	0	220
3	3	1	3	3	3	0	220
3	3	1	3	3	4	0	220
3	3	2	3	3	3	0	220
3	3	2	3	3	4	0	220
3	3	3	3	3	4	0	220
4	1	1	4	1	2	6	1716
4	1	1	4	1	3	6	1716
4	1	1	4	1	4	9	1716
4	1	2	4	1	3	6	1716
4	1	2	4	1	4	8	1716
4	1	3	4	1	4	6	1716
5	1	1	5	1	2	0	1123
5	1	1	5	1	3	0	1123
5	1	1	5	1	4	0	1123
5	1	2	5	1	3	0	1123
5	1	2	5	1	4	0	1123
5	1	3	5	1	4	0	1123
5	2	1	5	2	2	0	988
5	2	1	5	2	3	1	988
5	2	1	5	2	4	1	988
5	2	2	5	2	3	1	988
5	2	2	5	2	4	1	988
5	2	3	5	2	4	0	988
5	3	1	5	3	2	1	598
5	3	1	5	3	3	1	598
5	3	1	5	3	4	1	598
5	3	2	5	3	3	1	598
5	3	2	5	3	4	1	598
5	3	3	5	3	4	1	598
5	4	1	5	4	2	0	339
5	4	1	5	4	3	0	339
5	4	1	5	4	4	0	339
5	4	2	5	4	3	0	339
5	4	2	5	4	4	0	339
5	4	3	5	4	4	0	339
5	5	1	5	5	2	1	269
5	5	1	5	5	3	1	269
5	5	1	5	5	4	1	269
5	5	2	5	5	3	1	269
5	5	2	5	5	4	1	269
5	5	3	5	5	4	0	269
7	1	1	7	1	2	3	1561
7	1	1	7	1	3	9	1561
7	1	1	7	1	4	11	1561
7	1	2	7	1	3	12	1561
7	1	2	7	1	4	8	1561
7	1	3	7	1	4	4	1561
8	1	1	8	1	2	0	1624
8	1	1	8	1	3	2	1624
8	1	1	8	1	4	2	1624
8	1	2	8	1	3	2	1624
8	1	2	8	1	4	2	1624
8	1	3	8	1	4	0	1624
9	1	1	9	1	2	0	1707
9	1	1	9	1	3	0	1707
9	1	1	9	1	4	0	1707
9	1	2	9	1	3	0	1707
9	1	2	9	1	4	0	1707
9	1	3	9	1	4	0	1707
10	1	1	10	1	2	1	1091
10	1	1	10	1	3	2	1091
10	1	1	10	1	4	1	1091
10	1	2	10	1	3	1	1091
10	1	2	10	1	4	2	1091
10	1	3	10	1	4	3	1091
11	1	1	11	1	2	0	1211
11	1	1	11	1	3	1	1211
11	1	1	11	1	4	1	1211
11	1	2	11	1	3	1	1211
11	1	2	11	1	4	1	1211
11	1	3	11	1	4	0	1211
11	2	1	11	2	2	0	465
11	2	1	11	2	3	1	465
11	2	1	11	2	4	1	465
11	2	2	11	2	3	1	465
11	2	2	11	2	4	1	465
11	2	3	11	2	4	0	465
11	3	1	11	3	2	0	350
11	3	1	11	3	3	0	350
11	3	1	11	3	4	0	350
11	3	2	11	3	3	0	350
11	3	2	11	3	4	0	350
11	3	3	11	3	4	0	350
12	1	1	12	1	2	1	1598
12	1	1	12	1	3	2	1598
12	1	1	12	1	4	3	1598
12	1	2	12	1	3	3	1598
12	1	2	12	1	4	2	1598
12	1	3	12	1	4	1	1598
13	1	1	13	1	2	0	1121
13	1	1	13	1	3	2	1121
13	1	1	13	1	4	1	1121
13	1	2	13	1	3	2	1121
13	1	2	13	1	4	1	1121
13	1	3	13	1	4	1	1121
13	2	1	13	2	2	0	580
13	2	1	13	2	3	1	580
13	2	1	13	2	4	1	580
13	2	2	13	2	3	1	580
13	2	2	13	2	4	1	580
13	2	3	13	2	4	0	580
14	1	1	14	1	2	2	1833
14	1	1	14	1	3	2	1833
14	1	1	14	1	4	2	1833
14	1	2	14	1	3	0	1833
14	1	2	14	1	4	0	1833
14	1	3	14	1	4	0	1833
15	1	1	15	1	2	6	1741
15	1	1	15	1	3	2	1741
15	1	1	15	1	4	5	1741
15	1	2	15	1	3	4	1741
15	1	2	15	1	4	3	1741
15	1	3	15	1	4	7	1741
16	1	1	16	1	2	5	1590
16	1	1	16	1	3	1	1590
16	1	1	16	1	4	7	1590
16	1	2	16	1	3	6	1590
16	1	2	16	1	4	2	1590
16	1	3	16	1	4	6	1590
17	1	1	17	1	2	2	1906
17	1	1	17	1	3	7	1906
17	1	1	17	1	4	8	1906
17	1	2	17	1	3	8	1906
17	1	2	17	1	4	6	1906
17	1	3	17	1	4	2	1906
17	2	1	17	2	2	3	1786
17	2	1	17	2	3	1	1786
17	2	1	17	2	4	4	1786
17	2	2	17	2	3	4	1786
17	2	2	17	2	4	1	1786
17	2	3	17	2	4	3	1786
18	1	1	18	1	2	0	2003
18	1	1	18	1	3	1	2003
18	1	1	18	1	4	1	2003
18	1	2	18	1	3	1	2003
18	1	2	18	1	4	1	2003
18	1	3	18	1	4	0	2003
19	1	1	19	1	2	3	1896
19	1	1	19	1	3	2	1896
19	1	1	19	1	4	5	1896
19	1	2	19	1	3	5	1896
19	1	2	19	1	4	2	1896
19	1	3	19	1	4	3	1896
19	2	1	19	2	2	2	1725
19	2	1	19	2	3	5	1725
19	2	1	19	2	4	5	1725
19	2	2	19	2	3	3	1725
19	2	2	19	2	4	3	1725
19	2	3	19	2	4	0	1725
19	3	1	19	3	2	0	1496
19	3	1	19	3	3	5	1496
19	3	1	19	3	4	4	1496
19	3	2	19	3	3	5	1496
19	3	2	19	3	4	4	1496
19	3	3	19	3	4	3	1496
19	4	1	19	4	2	1	1502
19	4	1	19	4	3	1	1502
19	4	1	19	4	4	1	1502
19	4	2	19	4	3	0	1502
19	4	2	19	4	4	0	1502
19	4	3	19	4	4	0	1502
19	5	1	19	5	2	0	1020
19	5	1	19	5	3	0	1020
19	5	1	19	5	4	0	1020
19	5	2	19	5	3	0	1020
19	5	2	19	5	4	0	1020
19	5	3	19	5	4	0	1020
19	6	1	19	6	2	0	798
19	6	1	19	6	3	0	798
19	6	1	19	6	4	0	798
19	6	2	19	6	3	0	798
19	6	2	19	6	4	0	798
19	6	3	19	6	4	0	798
19	7	1	19	7	2	0	493
19	7	1	19	7	3	0	493
19	7	1	19	7	4	0	493
19	7	2	19	7	3	0	493
19	7	2	19	7	4	0	493
19	7	3	19	7	4	0	493
19	8	1	19	8	2	0	601
19	8	1	19	8	3	0	601
19	8	1	19	8	4	0	601
19	8	2	19	8	3	0	601
19	8	2	19	8	4	0	601
19	8	3	19	8	4	0	601
20	1	1	20	1	2	0	1516
20	1	1	20	1	3	0	1516
20	1	1	20	1	4	0	1516
20	1	2	20	1	3	0	1516
20	1	2	20	1	4	0	1516
20	1	3	20	1	4	0	1516
20	2	1	20	2	2	18	1528
20	2	1	20	2	3	19	1528
20	2	1	20	2	4	12	1528
20	2	2	20	2	3	10	1528
20	2	2	20	2	4	14	1528
20	2	3	20	2	4	11	1528
20	3	1	20	3	2	4	948
20	3	1	20	3	3	4	948
20	3	1	20	3	4	8	948
