1	1	1	1	1	2	1	1766
1	1	1	1	1	3	4	1766
1	1	1	1	1	4	4	1766
1	1	2	1	1	3	3	1766
1	1	2	1	1	4	5	1766
1	1	3	1	1	4	2	1766
2	1	1	2	1	2	0	1656
2	1	1	2	1	3	1	1656
2	1	1	2	1	4	2	1656
2	1	2	2	1	3	1	1656
2	1	2	2	1	4	2	1656
2	1	3	2	1	4	2	1656
3	1	1	3	1	2	0	1884
3	1	1	3	1	3	0	1884
3	1	1	3	1	4	0	1884
3	1	2	3	1	3	0	1884
3	1	2	3	1	4	0	1884
3	1	3	3	1	4	0	1884
3	2	1	3	2	2	3	901
3	2	1	3	2	3	4	901
3	2	1	3	2	4	4	901
3	2	2	3	2	3	1	901
3	2	2	3	2	4	1	901
3	2	3	3	2	4	0	901
4	1	1	4	1	2	4	1782
4	1	1	4	1	3	3	1782
4	1	1	4	1	4	6	1782
4	1	2	4	1	3	7	1782
4	1	2	4	1	4	4	1782
4	1	3	4	1	4	3	1782
5	1	1	5	1	2	0	1129
5	1	1	5	1	3	0	1129
5	1	1	5	1	4	0	1129
5	1	2	5	1	3	0	1129
5	1	2	5	1	4	0	1129
5	1	3	5	1	4	0	1129
5	2	1	5	2	2	0	1032
5	2	1	5	2	3	0	1032
5	2	1	5	2	4	0	1032
5	2	2	5	2	3	0	1032
5	2	2	5	2	4	0	1032
5	2	3	5	2	4	0	1032
5	3	1	5	3	2	0	555
5	3	1	5	3	3	0	555
5	3	1	5	3	4	0	555
5	3	2	5	3	3	0	555
5	3	2	5	3	4	0	555
5	3	3	5	3	4	0	555
5	4	1	5	4	2	0	375
5	4	1	5	4	3	0	375
5	4	1	5	4	4	0	375
5	4	2	5	4	3	0	375
5	4	2	5	4	4	0	375
5	4	3	5	4	4	0	375
5	5	1	5	5	2	0	296
5	5	1	5	5	3	0	296
5	5	1	5	5	4	0	296
5	5	2	5	5	3	0	296
5	5	2	5	5	4	0	296
5	5	3	5	5	4	0	296
7	1	1	7	1	2	1	1620
7	1	1	7	1	3	2	1620
7	1	1	7	1	4	2	1620
7	1	2	7	1	3	1	1620
7	1	2	7	1	4	1	1620
7	1	3	7	1	4	0	1620
8	1	1	8	1	2	1	1604
8	1	1	8	1	3	1	1604
8	1	1	8	1	4	1	1604
8	1	2	8	1	3	0	1604
8	1	2	8	1	4	0	1604
8	1	3	8	1	4	0	1604
9	1	1	9	1	2	0	1701
9	1	1	9	1	3	2	1701
9	1	1	9	1	4	2	1701
9	1	2	9	1	3	2	1701
9	1	2	9	1	4	2	1701
9	1	3	9	1	4	0	1701
10	1	1	10	1	2	0	1104
10	1	1	10	1	3	1	1104
10	1	1	10	1	4	1	1104
10	1	2	10	1	3	1	1104
10	1	2	10	1	4	1	1104
10	1	3	10	1	4	0	1104
11	1	1	11	1	2	0	1222
11	1	1	11	1	3	0	1222
11	1	1	11	1	4	0	1222
11	1	2	11	1	3	0	1222
11	1	2	11	1	4	0	1222
11	1	3	11	1	4	0	1222
11	2	1	11	2	2	0	546
11	2	1	11	2	3	0	546
11	2	1	11	2	4	0	546
11	2	2	11	2	3	0	546
11	2	2	11	2	4	0	546
11	2	3	11	2	4	0	546
11	3	1	11	3	2	0	413
11	3	1	11	3	3	0	413
11	3	1	11	3	4	0	413
11	3	2	11	3	3	0	413
11	3	2	11	3	4	0	413
11	3	3	11	3	4	0	413
12	1	1	12	1	2	4	1630
12	1	1	12	1	3	4	1630
12	1	1	12	1	4	6	1630
12	1	2	12	1	3	8	1630
12	1	2	12	1	4	8	1630
12	1	3	12	1	4	2	1630
13	1	1	13	1	2	4	1084
13	1	1	13	1	3	3	1084
13	1	1	13	1	4	2	1084
13	1	2	13	1	3	3	1084
13	1	2	13	1	4	4	1084
13	1	3	13	1	4	1	1084
13	2	1	13	2	2	0	626
13	2	1	13	2	3	0	626
13	2	1	13	2	4	0	626
13	2	2	13	2	3	0	626
13	2	2	13	2	4	0	626
13	2	3	13	2	4	0	626
13	3	1	13	3	2	0	243
13	3	1	13	3	3	0	243
13	3	1	13	3	4	0	243
13	3	2	13	3	3	0	243
13	3	2	13	3	4	0	243
13	3	3	13	3	4	0	243
14	1	1	14	1	2	3	1891
14	1	1	14	1	3	7	1891
14	1	1	14	1	4	3	1891
14	1	2	14	1	3	8	1891
14	1	2	14	1	4	2	1891
14	1	3	14	1	4	9	1891
15	1	1	15	1	2	0	1709
15	1	1	15	1	3	9	1709
15	1	1	15	1	4	10	1709
15	1	2	15	1	3	9	1709
15	1	2	15	1	4	10	1709
15	1	3	15	1	4	1	1709
15	2	1	15	2	2	0	250
15	2	1	15	2	3	0	250
15	2	1	15	2	4	0	250
15	2	2	15	2	3	0	250
15	2	2	15	2	4	0	250
15	2	3	15	2	4	0	250
16	1	1	16	1	2	0	1458
16	1	1	16	1	3	1	1458
16	1	1	16	1	4	3	1458
16	1	2	16	1	3	1	1458
16	1	2	16	1	4	3	1458
16	1	3	16	1	4	2	1458
17	1	1	17	1	2	0	1850
17	1	1	17	1	3	0	1850
17	1	1	17	1	4	0	1850
17	1	2	17	1	3	0	1850
17	1	2	17	1	4	0	1850
17	1	3	17	1	4	0	1850
17	2	1	17	2	2	0	1775
17	2	1	17	2	3	1	1775
17	2	1	17	2	4	1	1775
17	2	2	17	2	3	1	1775
17	2	2	17	2	4	1	1775
17	2	3	17	2	4	0	1775
18	1	1	18	1	2	0	1824
18	1	1	18	1	3	0	1824
18	1	1	18	1	4	0	1824
18	1	2	18	1	3	0	1824
18	1	2	18	1	4	0	1824
18	1	3	18	1	4	0	1824
19	1	1	19	1	2	0	1814
19	1	1	19	1	3	0	1814
19	1	1	19	1	4	0	1814
19	1	2	19	1	3	0	1814
19	1	2	19	1	4	0	1814
19	1	3	19	1	4	0	1814
19	2	1	19	2	2	0	1701
19	2	1	19	2	3	1	1701
19	2	1	19	2	4	1	1701
19	2	2	19	2	3	1	1701
19	2	2	19	2	4	1	1701
19	2	3	19	2	4	0	1701
19	3	1	19	3	2	0	1433
19	3	1	19	3	3	0	1433
19	3	1	19	3	4	0	1433
19	3	2	19	3	3	0	1433
19	3	2	19	3	4	0	1433
19	3	3	19	3	4	0	1433
19	4	1	19	4	2	0	1452
19	4	1	19	4	3	0	1452
19	4	1	19	4	4	0	1452
19	4	2	19	4	3	0	1452
19	4	2	19	4	4	0	1452
19	4	3	19	4	4	0	1452
19	5	1	19	5	2	0	978
19	5	1	19	5	3	1	978
19	5	1	19	5	4	1	978
19	5	2	19	5	3	1	978
19	5	2	19	5	4	1	978
19	5	3	19	5	4	0	978
19	6	1	19	6	2	0	850
19	6	1	19	6	3	0	850
19	6	1	19	6	4	0	850
19	6	2	19	6	3	0	850
19	6	2	19	6	4	0	850
19	6	3	19	6	4	0	850
